Runner,Gender,Place,Seconds,mph
1594,F,1419,16190,5.829987647
1595,F,1764,17157,5.501398846
1596,F,1217,15598,6.051256571
1597,F,2143,18681,5.052593544
1598,M,213,12483,7.561283345
1599,M,789,14357,6.574319147
1600,M,851,14544,6.489789604
1601,M,236,12549,7.521515659
1602,M,1292,15831,5.962194429
1603,M,1978,17969,5.252796483
1604,M,544,13729,6.875045524
1605,M,484,13549,6.966381283
1606,M,1891,17634,5.352585914
1607,M,779,14335,6.58440879
1608,M,1455,16282,5.797045817
1609,M,2461,20676,4.56507545
1610,M,2429,20468,4.61146668
1611,M,512,13612,6.934138995
1612,M,1472,16345,5.774701744
1613,M,41,10903,8.657021003
1614,M,1823,17335,5.444909143
1615,M,2161,18812,5.017409101
1616,M,1638,16830,5.60828877
1617,M,1524,16517,5.71456681
1618,M,2485,21280,4.43550282
1619,M,754,14264,6.617183118
1620,M,174,12271,7.691915899
1621,M,685,14086,6.700802215
1622,M,503,13604,6.938216701
1623,M,1965,17929,5.264515589
1624,M,880,14643,6.445912723
1625,M,1429,16220,5.819204686
1626,M,1669,16897,5.586050778
1627,M,600,13895,6.792911119
1628,M,786,14351,6.5770678
1629,M,1356,16004,5.897744314
1630,M,2097,18444,5.117517892
1631,M,1346,15979,5.90697165
1632,F,20,10531,8.962824043
1633,M,87,11607,8.131946239
1634,M,109,11764,8.023418905
1635,M,658,14026,6.729466705
1636,M,756,14268,6.615328007
1637,M,1053,15148,6.231020597
1638,M,212,12483,7.561283345
1639,F,441,13407,7.040165585
1640,F,1434,16231,5.81526092
1641,F,1188,15509,6.085982333
1642,F,437,13383,7.052790854
1643,F,1134,15362,6.144219503
1644,F,739,14218,6.638591926
1645,F,2370,20070,4.702914798
1646,F,1888,17575,5.370554765
1647,F,1574,16614,5.6812026
1648,F,1503,16458,5.735052862
1649,M,917,14793,6.380551612
1650,M,1932,17772,5.311022957
1651,M,319,12930,7.299883991
1652,M,770,14301,6.600062933
1653,F,342,12990,7.266166282
1654,M,392,13216,7.14191132
1655,M,983,14966,6.306795403
1656,M,1349,15983,5.905493337
1657,M,771,14301,6.600062933
1658,M,295,12805,7.371144084
1659,M,47,10964,8.608856257
1660,M,1788,17233,5.477136889
1661,M,627,13944,6.769040448
1662,M,144,12063,7.824546133
1663,M,1680,16922,5.577798133
1664,M,698,14123,6.683247185
1665,M,946,14866,6.349219696
1666,M,59,11171,8.449333095
1667,M,525,13668,6.905728709
1668,M,469,13498,6.992702623
1669,M,216,12486,7.559466603
1670,M,491,13564,6.958677381
1671,M,1079,15214,6.203989746
1672,M,2089,18420,5.124185668
1673,M,278,12728,7.415736958
1674,M,139,12027,7.847967074
1675,M,2066,18341,5.14625702
1676,M,101,11716,8.056290543
1677,M,1450,16265,5.803104826
1678,M,1404,16148,5.845151102
1679,M,2404,20336,4.641399489
1680,M,595,13882,6.799272439
1681,M,2402,20309,4.647570043
1682,M,831,14483,6.517123524
1683,M,14,10223,9.232857283
1684,M,28,10684,8.834472108
1685,M,464,13475,7.004638219
1686,M,201,12407,7.607600548
1687,F,1227,15612,6.045830131
1688,M,1615,16740,5.63844086
1689,M,768,14295,6.602833158
1690,M,945,14864,6.350074004
1691,F,2178,18909,4.991670633
1692,M,68,11415,8.268725361
1693,M,34,10796,8.742821415
1694,M,2421,20410,4.624571289
1695,F,2496,21981,4.294049406
1696,F,1172,15462,6.104481956
1697,F,1873,17529,5.384648297
1698,F,1049,15134,6.236784723
1699,F,1836,17395,5.426128198
1700,F,1854,17440,5.412127294
1701,F,2366,20033,4.711600859
1702,F,2133,18624,5.068057345
1703,F,301,12834,7.354488079
1704,F,778,14329,6.587165887
1705,F,1230,15631,6.038481223
1706,F,429,13343,7.073933898
1707,F,742,14227,6.634392353
1708,F,1602,16699,5.652284568
1709,F,2019,18141,5.20299322
1710,F,2138,18654,5.059906722
1711,F,1458,16296,5.792065538
1712,F,1624,16780,5.625
1713,F,582,13837,6.821384693
1714,F,1945,17845,5.289296722
1715,F,1567,16596,5.687364425
1716,F,2065,18337,5.147379615
1717,F,2435,20499,4.604492902
1718,F,171,12242,7.710137232
1719,F,2023,18161,5.197263367
1720,F,546,13733,6.873043035
1721,F,1340,15974,5.908820583
1722,F,63,11273,8.372882108
1723,F,1056,15155,6.228142527
1724,F,1883,17565,5.373612297
1725,F,1165,15445,6.111201036
1726,F,1813,17313,5.451828106
1727,F,2346,19885,4.746668343
1728,F,2453,20615,4.578583556
1729,F,1322,15910,5.932589566
1730,F,2375,20084,4.699636527
1731,F,1866,17487,5.39758106
1732,F,501,13598,6.941278129
1733,F,2258,19335,4.881691234
1734,F,1785,17230,5.47809054
1735,M,1199,15538,6.074623504
1736,M,737,14211,6.641861938
1737,M,1739,17102,5.519091334
1738,M,585,13849,6.815474041
1739,M,404,13263,7.116602579
1740,M,1469,16335,5.778236915
1741,M,1313,15893,5.93893538
1742,M,1803,17278,5.46287186
1743,M,901,14737,6.404797449
1744,M,2198,18995,4.969070808
1745,M,1610,16731,5.641473911
1746,M,1414,16182,5.832869855
1747,M,2228,19128,4.934520075
1748,M,1947,17861,5.284558535
1749,M,240,12563,7.513133806
1750,M,2339,19840,4.757434476
1751,M,844,14516,6.502307798
1752,M,53,11043,8.547269764
1753,M,841,14511,6.504548274
1754,M,1091,15240,6.193405512
1755,M,1753,17128,5.510713452
1756,M,1176,15477,6.098565613
1757,M,929,14818,6.369786746
1758,M,2383,20172,4.679134444
1759,M,505,13607,6.936686999
1760,M,1913,17713,5.328713374
1761,M,2235,19176,4.922168335
1762,M,431,13353,7.068636262
1763,M,161,12179,7.750020527
1764,M,138,12020,7.852537438
1765,M,560,13767,6.85606886
1766,M,1774,17179,5.494353571
1767,M,1333,15947,5.918824857
1768,M,1607,16721,5.644847796
1769,M,1660,16885,5.590020728
1770,M,1589,16655,5.667217052
1771,M,1036,15106,6.248345028
1772,M,1520,16504,5.719068105
1773,M,335,12975,7.274566474
1774,M,1451,16272,5.800608407
1775,M,2039,18222,5.179864998
1776,M,621,13936,6.772926234
1777,M,8,9935,9.500503271
1778,M,2111,18519,5.096792483
1779,M,870,14607,6.461799137
1780,M,977,14950,6.313545151
1781,F,2460,20670,4.566400581
1782,F,997,15007,6.28956487
1783,F,1407,16157,5.841895154
1784,F,1781,17210,5.484456711
1785,F,1926,17761,5.314312257
1786,F,1732,17076,5.527494729
1787,M,816,14436,6.538341646
1788,M,1501,16457,5.735401349
1789,M,11,10113,9.333283892
1790,M,90,11615,8.126345243
1791,M,923,14806,6.374949345
1792,M,594,13882,6.799272439
1793,M,351,13040,7.238305215
1794,M,1143,15392,6.132244023
1795,M,459,13465,7.009840327
1796,M,827,14474,6.521175902
1797,M,509,13611,6.934648446
1798,M,1013,15036,6.277434158
1799,F,2208,19029,4.960192338
1800,F,706,14150,6.6704947
1801,F,2100,18459,5.113359337
1802,F,924,14807,6.374518809
1803,M,1069,15191,6.213382924
1804,M,802,14391,6.558786742
1805,F,1021,15080,6.259118037
1806,F,570,13808,6.835711182
1807,F,1771,17174,5.495953185
1808,F,222,12499,7.551604128
1809,F,1120,15334,6.155438894
1810,F,231,12534,7.530516994
1811,F,708,14162,6.664842536
1812,F,1844,17408,5.422076057
1813,F,1538,16555,5.701449713
1814,F,1311,15887,5.941178322
1815,F,148,12103,7.798686276
1816,F,1267,15763,5.987914737
1817,F,994,15005,6.290403199
1818,M,1498,16440,5.741332117
1819,F,1109,15296,6.17073091
1820,F,811,14426,6.542873978
1821,F,2313,19693,4.792946732
1822,M,2,9265,10.18753373
1823,M,695,14110,6.689404678
1824,M,489,13560,6.960730088
1825,F,1983,17975,5.251043115
1826,F,1633,16805,5.616631955
1827,M,2254,19301,4.890290659
1828,F,878,14640,6.447233607
1829,M,2459,20663,4.567947539
1830,M,423,13322,7.085084822
1831,F,1954,17890,5.275992174
1832,F,1964,17922,5.266571811
1833,F,1401,16146,5.845875139
1834,F,2168,18841,5.009686322
1835,F,805,14395,6.556964224
1836,M,237,12550,7.520916335
1837,M,1578,16620,5.679151625
1838,M,846,14522,6.499621264
1839,M,1462,16314,5.78567488
1840,M,1228,15617,6.043894474
1841,M,220,12496,7.553417093
1842,M,25,10646,8.866006012
1843,M,700,14129,6.680409088
1844,M,23,10616,8.891060663
1845,M,175,12285,7.683150183
1846,M,1357,16008,5.896270615
1847,M,1295,15834,5.961064797
1848,M,2307,19653,4.802701878
1849,F,969,14924,6.324544358
1850,M,269,12656,7.457925095
1851,M,56,11084,8.515653194
1852,M,2419,20407,4.625251139
1853,M,123,11948,7.899857717
1854,M,2316,19717,4.787112644
1855,M,1286,15825,5.964454976
1856,M,204,12424,7.597190921
1857,M,855,14562,6.481767614
1858,M,666,14052,6.717015371
1859,M,356,13060,7.227220521
1860,F,1740,17103,5.518768637
1861,M,265,12646,7.463822553
1862,M,1369,16061,5.876813399
1863,M,907,14754,6.397417649
1864,M,1059,15170,6.221984179
1865,F,615,13927,6.77730308
1866,F,1815,17323,5.448680944
1867,F,2050,18259,5.169368531
1868,F,1088,15229,6.197879047
1869,F,2440,20538,4.595749343
1870,M,873,14611,6.460030114
1871,M,1806,17288,5.459711939
1872,F,760,14280,6.609768908
1873,F,550,13738,6.870541564
1874,M,2278,19480,4.845354209
1875,M,610,13914,6.783635188
1876,M,375,13138,7.184312681
1877,M,2223,19109,4.939426448
1878,M,2037,18216,5.181571146
1879,M,1412,16180,5.833590853
1880,M,2099,18458,5.113636364
1881,F,383,13173,7.165224322
1882,F,2253,19296,4.891557836
1883,M,959,14901,6.334306422
1884,F,302,12835,7.353915076
1885,M,457,13461,7.011923334
1886,M,681,14083,6.702229639
1887,M,970,14925,6.324120603
1888,M,1702,16987,5.556454936
1889,F,1810,17299,5.456240245
1890,F,1453,16280,5.797757985
1891,M,1758,17135,5.508462212
1892,M,662,14049,6.718449712
1893,F,2368,20056,4.706197647
1894,M,145,12070,7.820008285
1895,M,103,11743,8.03776718
1896,M,282,12742,7.407589075
1897,M,659,14028,6.728507271
1898,M,1,9174,10.28858731
1899,M,66,11335,8.327084252
1900,M,2041,18237,5.17560454
1901,M,976,14943,6.31650271
1902,F,1700,16980,5.558745583
1903,M,1826,17349,5.440515303
1904,M,115,11845,7.968552132
1905,M,1690,16953,5.567598655
1906,M,690,14094,6.696998723
1907,M,1834,17392,5.427064167
1908,M,6,9641,9.790218857
1909,M,1054,15151,6.229786813
1910,M,1159,15434,6.115556563
1911,M,1235,15643,6.033849006
1912,M,793,14367,6.569743161
1913,M,185,12359,7.637147018
1914,M,2026,18171,5.19440317
1915,M,153,12153,7.766600839
1916,M,1631,16801,5.617969169
1917,M,1528,16526,5.711454677
1918,M,1828,17359,5.437381186
1919,M,1877,17536,5.382498859
1920,F,2020,18141,5.20299322
1921,F,1302,15855,5.953169347
1922,M,893,14698,6.421792081
1923,M,1542,16559,5.700072468
1924,M,35,10803,8.737156345
1925,M,256,12609,7.485724483
1926,M,862,14586,6.471102427
1927,M,1907,17703,5.331723437
1928,M,2173,18864,5.003578244
1929,M,368,13107,7.201304646
1930,M,84,11574,8.155132193
1931,M,1001,15016,6.285795152
1932,M,305,12860,7.339618974
1933,M,886,14663,6.437120644
1934,M,120,11917,7.920407821
1935,F,1329,15937,5.922538746
1936,M,995,15005,6.290403199
1937,M,2221,19097,4.94253024
1938,F,106,11755,8.029561889
1939,M,2494,21940,4.302073838
1940,M,1665,16889,5.588696785
1941,M,1432,16229,5.815977571
1942,M,640,13990,6.746783417
1943,F,1985,17976,5.250751001
1944,F,1162,15439,6.113576009
1945,M,465,13485,6.999443826
1946,F,1213,15580,6.058247754
1947,F,1058,15164,6.224446056
1948,F,587,13850,6.814981949
1949,F,1486,16386,5.760252655
1950,F,974,14938,6.31861695
1951,F,1494,16434,5.743428258
1952,F,2059,18312,5.154406946
1953,F,2086,18408,5.127526076
1954,F,1668,16895,5.586712045
1955,F,914,14776,6.387892528
1956,F,1554,16576,5.694226593
1957,F,180,12330,7.655109489
1958,M,1280,15796,5.975405166
1959,F,2428,20458,4.613720794
1960,F,743,14231,6.632527581
1961,M,2469,20775,4.5433213
1962,M,113,11805,7.995552732
1963,M,1919,17735,5.322103186
1964,M,2212,19059,4.9523847
1965,F,460,13467,7.008799287
1966,F,1371,16069,5.87388761
1967,F,2142,18677,5.053675644
1968,M,1929,17767,5.312517589
1969,M,523,13648,6.915848476
1970,F,2298,19618,4.811270262
1971,F,1387,16105,5.860757529
1972,M,1115,15311,6.16468552
1973,M,1940,17805,5.301179444
1974,M,584,13847,6.816458439
1975,F,21,10553,8.944139107
1976,F,636,13987,6.7482305
1977,F,1004,15022,6.283284516
1978,F,1692,16965,5.563660477
1979,F,532,13685,6.897150164
1980,F,599,13895,6.792911119
1981,F,1601,16699,5.652284568
1982,F,366,13104,7.202953297
1983,F,1525,16517,5.71456681
1984,F,1278,15791,5.977297195
1985,F,1773,17177,5.494993305
1986,F,1229,15625,6.0408
1987,M,794,14371,6.56791455
1988,M,1725,17042,5.538522474
1989,M,1144,15394,6.131447317
1990,F,728,14202,6.646070976
1991,M,1146,15396,6.130650818
1992,M,286,12770,7.391346907
1993,F,1874,17532,5.383726899
1994,F,1281,15807,5.971246916
1995,F,2044,18241,5.174469601
1996,M,539,13712,6.883569137
1997,M,572,13813,6.833236806
1998,M,1894,17656,5.345916402
1999,M,167,12230,7.717702371
2000,M,2476,21031,4.488017688
2001,M,160,12173,7.753840467
2002,M,1651,16862,5.597645594
2003,M,2063,18332,5.148783548
2004,M,1379,16095,5.864398882
2005,M,1662,16887,5.589358678
2006,M,527,13672,6.903708309
2007,M,713,14178,6.657321202
2008,M,626,13944,6.769040448
2009,M,228,12521,7.538335596
2010,M,689,14093,6.697473923
2011,M,245,12580,7.502980922
2012,M,206,12438,7.588639653
2013,M,2179,18911,4.991142721
2014,M,2127,18595,5.07596128
2015,F,83,11569,8.158656755
2016,M,889,14674,6.432295216
2017,M,1367,16050,5.880841121
2018,M,2472,20948,4.505800076
2019,M,1939,17804,5.301477196
2020,M,411,13292,7.101075835
2021,M,2384,20172,4.679134444
2022,M,2102,18474,5.109207535
2023,M,127,11967,7.887315117
2024,M,2123,18583,5.079239089
2025,M,758,14271,6.613937355
2026,M,1646,16846,5.602962128
2027,M,1684,16935,5.573516386
2028,M,1033,15102,6.25
2029,M,482,13548,6.966895483
2030,M,1413,16181,5.833230332
2031,M,279,12734,7.412242815
2032,M,803,14392,6.558331017
2033,M,957,14898,6.335581957
2034,M,1653,16866,5.596318036
2035,M,2487,21341,4.42282461
2036,M,2010,18116,5.210173327
2037,M,2160,18810,5.017942584
2038,M,800,14382,6.562891114
2039,M,1019,15069,6.26368704
2040,M,255,12608,7.486318211
2041,M,1555,16576,5.694226593
2042,M,1882,17560,5.375142369
2043,M,39,10860,8.691298343
2044,M,1879,17541,5.380964597
2045,M,694,14107,6.690827249
2046,F,1142,15388,6.133838056
2047,F,2271,19397,4.866087539
2048,F,2397,20272,4.656052684
2049,M,1471,16345,5.774701744
2050,M,2342,19856,4.753600927
2051,M,426,13338,7.076585695
2052,M,425,13328,7.081895258
2053,M,776,14324,6.589465233
2054,M,763,14284,6.60791795
2055,M,1691,16962,5.564644499
2056,M,1703,16989,5.555800812
2057,M,1042,15121,6.242146683
2058,M,1527,16520,5.713529056
2059,M,674,14076,6.70556266
2060,M,1259,15742,5.995902681
2061,M,395,13230,7.134353741
2062,M,1728,17059,5.533003107
2063,M,649,14006,6.73907611
2064,M,1271,15768,5.986015982
2065,M,77,11504,8.204754868
2066,M,1299,15848,5.955798839
2067,F,1848,17424,5.417097107
2068,F,1250,15704,6.01041136
2069,M,766,14290,6.605143457
2070,F,2131,18613,5.07105249
2071,F,2139,18658,5.058821953
2072,F,2380,20145,4.685405808
2073,M,752,14252,6.622754701
2074,M,1353,16002,5.89848144
2075,M,828,14476,6.520274938
2076,M,187,12362,7.635293642
2077,M,918,14793,6.380551612
2078,M,987,14976,6.302584135
2079,M,472,13514,6.984423561
2080,M,478,13533,6.974617601
2081,M,1147,15398,6.129854527
2082,M,2260,19344,4.879419975
2083,M,100,11708,8.061795354
2084,M,1545,16559,5.700072468
2085,M,1970,17941,5.26099437
2086,M,1449,16261,5.804532317
2087,M,973,14937,6.319039968
2088,M,935,14828,6.365490963
2089,M,235,12547,7.522714593
2090,M,1381,16097,5.863670249
2091,F,1805,17288,5.459711939
2092,M,1279,15792,5.976918693
2093,F,2482,21138,4.465299461
2094,F,1720,17028,5.54307611
2095,M,854,14561,6.48221276
2096,M,2426,20433,4.619365732
2097,M,424,13322,7.085084822
2098,M,950,14871,6.34708493
2099,M,283,12763,7.395400768
2100,M,2302,19640,4.805880855
2101,M,205,12426,7.595968131
2102,M,1081,15216,6.20317429
2103,F,1789,17239,5.475230582
2104,F,1287,15826,5.964078099
2105,F,1102,15268,6.182047419
2106,F,1499,16445,5.7395865
2107,F,2194,18984,4.971950063
2108,F,553,13745,6.867042561
2109,F,452,13439,7.023402039
2110,M,1263,15757,5.990194834
2111,M,569,13796,6.841657002
2112,M,1619,16758,5.632384533
2113,M,1011,15032,6.279104577
2114,M,813,14429,6.541513618
2115,M,2008,18113,5.211036272
2116,F,1211,15578,6.059025549
2117,F,1256,15729,6.000858287
2118,F,1769,17169,5.497553731
2119,F,2417,20386,4.630015697
2120,F,488,13556,6.962784007
2121,F,1435,16232,5.814902661
2122,M,1902,17688,5.336244912
2123,F,1481,16379,5.762714451
2124,F,2002,18072,5.222858566
2125,F,1339,15974,5.908820583
2126,F,2230,19151,4.928593807
2127,F,822,14461,6.527038241
2128,F,1314,15894,5.938561721
2129,F,791,14363,6.571572791
2130,F,467,13489,6.997368226
2131,F,1300,15849,5.955423055
2132,F,2082,18378,5.13589618
2133,F,751,14248,6.624613981
2134,F,919,14796,6.379257908
2135,F,1724,17038,5.539822749
2136,F,1582,16640,5.672325721
2137,F,812,14426,6.542873978
2138,F,1226,15612,6.045830131
2139,F,2103,18493,5.103958254
2140,F,1801,17273,5.464453193
2141,F,1772,17177,5.494993305
2142,F,2115,18532,5.093217138
2143,F,1787,17232,5.477454735
2144,F,867,14605,6.462684012
2145,F,1152,15422,6.120315134
2146,F,1028,15093,6.253726893
2147,F,1077,15211,6.205213332
2148,F,1245,15679,6.019994898
2149,F,2046,18241,5.174469601
2150,F,1394,16111,5.858574887
2151,F,1885,17572,5.371471659
2152,F,2480,21089,4.475674522
2153,F,1547,16562,5.699039971
2154,F,1389,16105,5.860757529
2155,F,1141,15386,6.134635383
2156,F,2177,18908,4.991934631
2157,M,2434,20497,4.604942187
2158,M,195,12385,7.621114251
2159,M,224,12511,7.544360962
2160,M,247,12585,7.5
2161,M,43,10928,8.637216325
2162,M,1540,16555,5.701449713
2163,M,1749,17116,5.514577004
2164,M,1034,15105,6.248758689
2165,M,2189,18974,4.974570465
2166,M,1604,16703,5.65093097
2167,M,272,12666,7.452036949
2168,M,1212,15580,6.058247754
2169,M,1406,16151,5.844065383
2170,M,238,12557,7.51672374
2171,M,1548,16565,5.698007848
2172,M,1209,15565,6.064086091
2173,M,183,12345,7.645808019
2174,M,1958,17908,5.270689078
2175,M,568,13793,6.843145074
2176,M,1656,16873,5.593996325
2177,M,2053,18269,5.166538946
2178,M,229,12529,7.533522228
2179,F,2091,18424,5.123073165
2180,M,1177,15480,6.097383721
2181,M,434,13368,7.060704668
2182,M,207,12451,7.580716408
2183,M,2057,18297,5.158632563
2184,M,937,14830,6.364632502
2185,M,964,14918,6.327088082
2186,F,2078,18370,5.138132825
2187,M,413,13296,7.098939531
2188,F,1484,16384,5.760955811
2189,F,993,15003,6.291241752
2190,F,1266,15763,5.987914737
2191,F,1065,15186,6.215428684
2192,F,2067,18343,5.145695906
2193,F,1272,15779,5.981842956
2194,F,1531,16532,5.709381805
2195,F,1220,15604,6.048929762
2196,M,1711,17010,5.548941799
2197,F,97,11684,8.078355015
2198,F,2226,19118,4.937101161
2199,F,1118,15327,6.158250147
2200,F,1744,17110,5.516510812
2201,F,2181,18940,4.983500528
2202,F,2080,18376,5.136455159
2203,F,1838,17397,5.425504397
2204,F,2403,20310,4.647341211
2205,F,1163,15442,6.112388292
2206,F,1496,16439,5.741681367
2207,M,1457,16289,5.794554607
2208,M,1488,16397,5.756388364
2209,F,1112,15299,6.169520884
2210,M,1402,16146,5.845875139
2211,M,1568,16599,5.686336526
2212,M,391,13209,7.145696116
2213,M,1298,15846,5.956550549
2214,F,444,13415,7.035967201
2215,M,112,11805,7.995552732
2216,M,1067,15190,6.213791968
2217,M,1949,17867,5.282783903
2218,M,2213,19069,4.949787613
2219,F,762,14281,6.609306071
2220,M,1957,17903,5.27216109
2221,M,200,12406,7.608213768
2222,M,1535,16541,5.706275316
2223,F,1730,17065,5.53105772
2224,F,948,14869,6.347938664
2225,M,2049,18252,5.171351085
2226,M,759,14276,6.611620902
2227,M,2158,18786,5.024353242
2228,F,1974,17949,5.258649507
2229,F,1388,16105,5.860757529
2230,F,2224,19112,4.938651109
2231,F,1566,16596,5.687364425
2232,F,481,13548,6.966895483
2233,F,1712,17010,5.548941799
2234,F,172,12251,7.704473104
2235,F,1318,15906,5.934081479
2236,F,2035,18212,5.182709203
2237,F,2077,18369,5.138412543
2238,F,991,14992,6.295857791
2239,F,2385,20174,4.678670566
2240,F,1231,15633,6.037708693
2241,F,2491,21482,4.393794805
2242,F,1763,17157,5.501398846
2243,F,899,14732,6.406971219
2244,M,189,12371,7.629738906
2245,M,1128,15347,6.1502248
2246,M,32,10753,8.777782944
2247,M,218,12494,7.554626221
2248,M,69,11436,8.253541448
2249,M,2340,19848,4.755516929
2250,M,508,13610,6.935157972
2251,M,24,10642,8.86933847
2252,M,1456,16286,5.795622007
2253,M,866,14602,6.464011779
2254,M,1291,15830,5.962571068
2255,M,1308,15868,5.94829216
2256,M,784,14345,6.579818752
2257,M,1364,16041,5.88414064
2258,M,234,12545,7.52391391
2259,M,1275,15784,5.979948049
2260,M,716,14184,6.654505076
2261,M,96,11680,8.081121575
2262,M,510,13612,6.934138995
2263,M,2195,18987,4.971164481
2264,M,1819,17327,5.447423097
2265,M,1452,16275,5.799539171
2266,M,1697,16979,5.559072972
2267,M,1698,16980,5.558745583
2268,M,884,14655,6.440634596
2269,M,1062,15182,6.217066263
2270,M,2257,19329,4.883206581
2271,M,2064,18337,5.147379615
2272,M,962,14910,6.330482897
2273,M,1341,15976,5.908080871
2274,F,2291,19543,4.829734432
2275,F,711,14175,6.658730159
2276,F,2021,18142,5.202706427
2277,M,2028,18182,5.191260587
2278,F,699,14123,6.683247185
2279,F,1044,15127,6.239670787
2280,F,1085,15223,6.200321881
2281,F,1647,16848,5.602297009
2282,F,2106,18510,5.099270665
2283,F,304,12860,7.339618974
2284,F,896,14717,6.413501393
2285,F,2378,20112,4.693093675
2286,F,209,12467,7.570987407
2287,F,1090,15235,6.195438136
2288,F,1190,15510,6.085589942
2289,F,2136,18644,5.062620682
2290,M,1390,16105,5.860757529
2291,F,719,14188,6.652628982
2292,M,2474,20965,4.502146435
2293,M,933,14825,6.366779089
2294,M,168,12231,7.717071376
2295,M,321,12938,7.295370227
2296,F,2239,19203,4.915247618
2297,F,1553,16575,5.694570136
2298,M,895,14705,6.418735124
2299,F,2478,21052,4.483540756
2300,M,57,11092,8.50951136
2301,F,1608,16723,5.644172696
2302,F,1911,17712,5.329014228
2303,F,2095,18440,5.118627983
2304,F,1678,16915,5.580106414
2305,F,2283,19489,4.84311663
2306,M,89,11615,8.126345243
2307,M,163,12220,7.724018003
2308,M,984,14974,6.303425938
2309,M,1031,15101,6.25041388
2310,M,450,13435,7.025493115
2311,F,369,13114,7.197460729
2312,F,1463,16317,5.784611142
2313,M,470,13504,6.989595675
2314,M,1782,17211,5.484138051
2315,M,707,14153,6.66908076
2316,M,581,13836,6.82187771
2317,M,244,12579,7.503577391
2318,M,849,14538,6.492468015
2319,M,143,12042,7.83819133
2320,M,1099,15265,6.183262365
2321,M,1649,16861,5.597977581
2322,M,1255,15729,6.000858287
2323,F,1818,17326,5.447737504
2324,F,2337,19823,4.761514402
2325,F,2114,18531,5.093491986
2326,F,232,12536,7.529315571
2327,F,2098,18450,5.115853659
2328,M,179,12315,7.664433618
2329,M,1124,15344,6.151427268
2330,M,125,11954,7.895892588
2331,M,128,11969,7.885997159
2332,M,1811,17302,5.455294186
2333,M,2062,18322,5.151593712
2334,M,1370,16061,5.876813399
2335,M,1241,15662,6.026529179
2336,M,1443,16252,5.807746739
2337,M,566,13786,6.846619759
2338,M,834,14494,6.512177453
2339,M,531,13675,6.902193784
2340,M,696,14112,6.688456633
2341,M,942,14848,6.356916756
2342,M,547,13733,6.873043035
2343,M,1634,16808,5.615629462
2344,M,506,13609,6.935667573
2345,M,1512,16474,5.729482821
2346,M,416,13308,7.092538323
2347,M,2085,18407,5.12780464
2348,M,2374,20079,4.700806813
2349,M,2338,19828,4.760313698
2350,M,107,11759,8.026830513
2351,M,468,13490,6.996849518
2352,M,1627,16792,5.620980229
2353,M,146,12087,7.80900968
2354,F,2349,19899,4.74332881
2355,F,266,12646,7.463822553
2356,M,141,12030,7.846009975
2357,M,312,12881,7.327653133
2358,M,559,13767,6.85606886
2359,M,1622,16767,5.629361245
2360,M,428,13341,7.074994378
2361,M,1072,15199,6.210112507
2362,M,436,13376,7.056481758
2363,M,1594,16672,5.66143834
2364,M,1127,15347,6.1502248
2365,M,1240,15656,6.028838784
2366,M,1824,17336,5.444595062
2367,M,589,13851,6.814489929
2368,M,497,13587,6.94689777
2369,M,1035,15105,6.248758689
2370,M,1719,17025,5.544052863
2371,M,371,13128,7.189785192
2372,M,710,14171,6.660609696
2373,M,1857,17453,5.408096029
2374,M,1729,17064,5.531381857
2375,M,33,10754,8.77696671
2376,M,1900,17684,5.337451934
2377,M,1746,17113,5.515543739
2378,M,869,14606,6.462241545
2379,M,630,13958,6.762251039
2380,M,2188,18971,4.975357124
2381,F,1655,16872,5.594327881
2382,M,1424,16208,5.82351308
2383,M,906,14745,6.401322482
2384,M,156,12162,7.760853478
2385,F,1167,15450,6.109223301
2386,M,197,12392,7.616809232
2387,M,1070,15194,6.212156114
2388,M,1497,16440,5.741332117
2389,F,670,14062,6.712238657
2390,F,388,13202,7.149484927
2391,F,2447,20576,4.587261858
2392,F,443,13415,7.035967201
2393,F,1526,16519,5.713874932
2394,F,2036,18216,5.181571146
2395,M,920,14800,6.377533784
2396,M,273,12674,7.447333123
2397,M,71,11469,8.229793356
2398,M,485,13552,6.964839138
2399,M,516,13633,6.923457786
2400,M,2190,18977,4.973784054
2401,F,675,14076,6.70556266
2402,F,926,14809,6.373657911
2403,F,922,14806,6.374949345
2404,M,2132,18624,5.068057345
2405,M,75,11504,8.204754868
2406,M,757,14270,6.614400841
2407,M,1216,15595,6.052420648
2408,F,1644,16842,5.604292839
2409,F,1997,18035,5.233573607
2410,F,2306,19648,4.803924064
2411,M,1925,17758,5.315210046
2412,M,1051,15146,6.231843391
2413,F,1296,15844,5.957302449
2414,F,1916,17721,5.32630777
2415,F,641,13992,6.745819039
2416,F,1284,15823,5.965208873
2417,F,1386,16105,5.860757529
2418,F,2090,18421,5.123907497
2419,F,2471,20918,4.512262167
2420,F,821,14455,6.529747492
2421,F,1598,16688,5.656010307
2422,M,853,14555,6.484884919
2423,M,1918,17734,5.322403293
2424,M,1917,17734,5.322403293
2425,F,2153,18749,5.034268494
2426,M,389,13208,7.146237129
2427,F,958,14901,6.334306422
2428,M,1722,17030,5.542425132
2429,M,1192,15517,6.082844622
2430,M,863,14590,6.469328307
2431,M,463,13473,7.005678023
2432,M,347,13013,7.253323599
2433,F,1611,16731,5.641473911
2434,M,580,13832,6.823850492
2435,F,1737,17096,5.521028311
2436,M,894,14704,6.419171654
2437,M,1930,17769,5.311919635
