Runner,Gender,Place,Seconds,mph
2438,M,1887,17574,5.370860362
2439,M,618,13931,6.775357117
2440,M,2312,19687,4.794407477
2441,M,591,13857,6.811539294
2442,F,1928,17765,5.313115677
2443,M,2075,18368,5.138692291
2444,M,602,13896,6.79242228
2445,M,761,14281,6.609306071
2446,M,864,14596,6.46666895
2447,F,1139,15379,6.137427661
2448,F,1597,16681,5.65838379
2449,F,1020,15079,6.259533126
2450,F,967,14920,6.326239946
2451,M,1166,15448,6.110014241
2452,F,1586,16650,5.668918919
2453,F,1374,16077,5.870964732
2454,F,533,13686,6.896646208
2455,M,2272,19399,4.865585855
2456,M,996,15006,6.289984006
2457,M,1816,17323,5.448680944
2458,M,1768,17168,5.497873952
2459,M,908,14755,6.396984073
2460,M,427,13339,7.076055177
2461,M,1623,16773,5.627347523
2462,M,373,13132,7.187595187
2463,M,50,11028,8.558895539
2464,M,1489,16415,5.75007615
2465,M,608,13910,6.785585909
2466,M,2290,19538,4.830970417
2467,M,2468,20755,4.54769935
2468,M,2038,18219,5.180717932
2469,M,1045,15131,6.238021281
2470,M,543,13728,6.875546329
2471,M,1938,17801,5.302370653
2472,M,537,13703,6.888090199
2473,F,2457,20636,4.57392421
2474,F,1405,16148,5.845151102
2475,M,2164,18822,5.014743385
2476,F,2473,20964,4.502361191
2477,M,1620,16760,5.631712411
2478,M,712,14178,6.657321202
2479,M,2146,18694,5.049079919
2480,M,557,13762,6.858559802
2481,F,2251,19282,4.895109428
2482,M,122,11931,7.911113905
2483,M,2296,19590,4.818147014
2484,M,2411,20364,4.635017678
2485,M,837,14500,6.509482759
2486,F,795,14376,6.565630217
2487,F,613,13921,6.780224122
2488,M,663,14049,6.718449712
2489,M,709,14165,6.663430992
2490,M,311,12878,7.329360149
2491,M,1376,16086,5.86767997
2492,M,270,12660,7.45556872
2493,M,344,12994,7.263929506
2494,M,328,12955,7.28579699
2495,F,2377,20104,4.694961202
2496,M,315,12904,7.314592374
2497,F,1636,16826,5.609622014
2498,F,1860,17462,5.40530867
2499,F,1428,16220,5.819204686
