ID,Team,Number,Name,Position,Height,Weight
51,Calgary,25,Brandon Bollig  ,L,74,223
55,Calgary,13,Johnny Gaudreau  ,L,69,150
56,Calgary,20,"Curtis Glencross ""A"" ",L,73,197
63,Calgary,21,Mason Raymond  ,L,72,185
78,Edmonton,20,Luke Gazdic  ,L,76,233
80,Edmonton,4,Taylor Hall  ,L,73,198
81,Edmonton,23,Matt Hendricks  ,L,72,211
82,Edmonton,12,Rob Klinkhammer  ,L,75,214
86,Edmonton,67,Benoit Pouliot  ,L,75,193
99,Los Angeles,15,Andy Andreoff  ,L,73,207
102,Los Angeles,13,Kyle Clifford  ,L,74,211
104,Los Angeles,74,Dwight King  ,L,76,230
108,Los Angeles,70,Tanner Pearson   **,L,73,200
130,San Jose,12,"Patrick Marleau ""A"" ",L,74,220
131,San Jose,25,Tye McGinn  ,L,74,205
132,San Jose,83,Matt Nieto  ,L,71,190
134,San Jose,20,John Scott  ,L,80,260
135,San Jose,15,James Sheppard  ,L,73,215
152,Vancouver,20,Chris Higgins  ,L,72,205
157,Vancouver,22,"Daniel Sedin ""A"" ",L,73,187
170,Chicago,29,Bryan Bickell  ,L,76,223
171,Chicago,13,Daniel Carcillo  ,L,72,200
177,Chicago,20,Brandon Saad  ,L,73,204
178,Chicago,10,"Patrick Sharp ""A"" ",L,73,198
183,Chicago,23,Kris Versteeg  ,L,71,176
194,Colorado,58,Patrick Bordeleau   **,L,78,225
200,Colorado,92,"Gabriel Landeskog ""C"" ",L,73,210
202,Colorado,11,Jamie McGinn   **,L,73,210
203,Colorado,55,"Cody McLeod ""A"" ",L,74,210
208,Colorado,40,Alex Tanguay  ,L,73,194
220,Dallas,14,"Jamie Benn ""C"" ",L,74,210
221,Dallas,72,Erik Cole  ,L,74,205
225,Dallas,16,Ryan Garbutt  ,L,72,195
228,Dallas,27,Travis Moen  ,L,74,212
232,Dallas,21,Antoine Roussel  ,L,72,200
248,Minnesota,24,Matt Cooke  ,L,71,216
255,Minnesota,11,"Zach Parise ""A"" ",L,71,197
258,Minnesota,26,Thomas Vanek  ,L,74,218
259,Minnesota,16,Jason Zucker  ,L,71,188
273,Nashville,41,Taylor Beck  ,L,74,203
274,Nashville,57,Gabriel Bourque  ,L,70,192
281,Nashville,18,"James Neal ""A"" ",L,74,208
282,Nashville,24,Eric Nystrom   **,L,73,193
285,Nashville,25,Viktor Stalberg  ,L,75,209
305,St. Louis,32,Chris Porter   **,L,73,206
307,St. Louis,17,Jaden Schwartz  ,L,70,190
309,St. Louis,20,"Alexander Steen ""A"" ",L,71,212
322,Winnipeg,21,TJ Galiardi  ,L,74,185
324,Winnipeg,9,Evander Kane  ,L,74,198
325,Winnipeg,16,"Andrew Ladd ""C"" ",L,75,200
327,Winnipeg,17,Adam Lowry  ,L,77,207
353,Boston,17,Milan Lucic  ,L,75,235
354,Boston,63,Brad Marchand  ,L,69,183
355,Boston,20,Daniel Paille  ,L,73,200
369,Buffalo,44,Nicolas Deslauriers  ,L,73,209
370,Buffalo,37,Matt Ellis  ,L,72,208
373,Buffalo,82,Marcus Foligno   **,L,75,223
380,Buffalo,26,"Matt Moulson ""A"" ",L,73,200
394,Detroit,8,Justin Abdelkader  ,L,74,218
402,Detroit,20,Drew Miller  ,L,74,180
404,Detroit,56,Teemu Pulkkinen  ,L,71,183
406,Detroit,21,Tomas Tatar  ,L,70,185
408,Detroit,40,"Henrik Zetterberg ""C"" ",L,72,195
422,Florida,20,Sean Bergenheim  ,L,70,201
426,Florida,14,Tomas Fleischmann  ,L,73,192
428,Florida,11,Jonathan Huberdeau  ,L,73,188
429,Florida,36,Jussi Jokinen  ,L,71,198
433,Florida,22,Shawn Thornton   **,L,74,217
435,Florida,19,"Scottie Upshall ""A"" ",L,72,200
444,Montreal,49,Michael Bournival  ,L,71,195
450,Montreal,67,"Max Pacioretty ""A"" ",L,74,214
453,Montreal,8,Brandon Prust  ,L,72,195
454,Montreal,26,Jiri Sekac  ,L,74,195
455,Montreal,60,Christian Thomas  ,L,69,176
469,Ottawa,14,Colin Greening  ,L,75,210
470,Ottawa,68,Mike Hoffman  ,L,72,185
473,Ottawa,16,Clarke MacArthur  ,L,72,195
474,Ottawa,9,Milan Michalek  ,L,74,216
496,Tampa Bay,27,Jonathan Drouin  ,L,71,186
501,Tampa Bay,10,Brenden Morrow  ,L,72,205
502,Tampa Bay,18,Ondrej Palat  ,L,72,180
518,Toronto,20,David Booth  ,L,72,212
525,Toronto,19,"Joffrey Lupul ""A""  **",L,73,206
530,Toronto,21,James van Riemsdyk  ,L,75,200
541,Carolina,14,Nathan Gerbe  ,L,65,178
549,Carolina,53,Jeff Skinner  ,L,71,200
552,Carolina,25,Chris Terry  ,L,70,195
553,Carolina,19,Jiri Tlusty  ,L,72,209
567,Columbus,11,Matt Calvert  ,L,71,187
570,Columbus,71,Nick Foligno  ,L,72,210
572,Columbus,43,Scott Hartnell  ,L,74,210
576,Columbus,9,Jeremy Morin  ,L,73,189
592,New Jersey,23,Mike Cammalleri  ,L,69,190
593,New Jersey,29,Ryane Clowe   **,L,75,225
597,New Jersey,9,Martin Havlat  ,L,74,210
601,New Jersey,15,Tuomo Ruutu   **,L,72,205
603,New Jersey,12,Tim Sestito  ,L,71,195
605,New Jersey,33,Joe Whitney  ,L,66,170
607,New Jersey,8,Dainius Zubrus  ,L,77,225
619,New York Islanders,12,Josh Bailey  ,L,73,194
620,New York Islanders,36,Eric Boulton  ,L,72,225
625,New York Islanders,86,Nikolay Kulemin  ,L,73,226
627,New York Islanders,17,Matt Martin  ,L,75,215
644,Philadelphia,78,Pierre-Edouard Bellemare  ,L,72,198
649,Philadelphia,12,Michael Raffl  ,L,72,195
672,Pittsburgh,17,Blake Comeau   **,L,73,202
679,Pittsburgh,14,"Chris Kunitz ""A"" ",L,72,195
681,Pittsburgh,39,David Perron  ,L,72,200
698,Washington,65,Andre Burakovsky  ,L,75,198
699,Washington,25,Jason Chimera  ,L,75,213
719,New York Rangers,10,Anthony Duclair,L,71,197
721,New York Rangers,15,Tanner Glass,L,73,213
722,New York Rangers,62,Carl Hagelin *,L,72,183
724,New York Rangers,20,Chris Kreider (A),L,75,230
725,New York Rangers,24,Oscar Lindberg,L,73,202
726,New York Rangers,12,Ryan Malone,L,76,224
730,New York Rangers,61,Rick Nash,L,76,211
5,Anaheim,18,Tim Jackman  ,R,74,224
8,Anaheim,21,Kyle Palmieri  ,R,71,196
9,Anaheim,10,"Corey Perry ""A"" ",R,75,213
11,Anaheim,33,Jakob Silfverberg  ,R,72,199
12,Anaheim,12,Devante Smith-Pelly  ,R,72,220
27,Arizona,44,B.J. Crombeen  ,R,74,209
28,Arizona,19,"Shane Doan ""C"" ",R,73,223
29,Arizona,10,Martin Erat  ,R,72,196
35,Arizona,18,David Moss  ,R,76,210
36,Arizona,8,Tobias Rieder  ,R,71,185
59,Calgary,19,David Jones  ,R,74,210
61,Calgary,16,Brian McGrattan  ,R,76,235
76,Edmonton,14,Jordan Eberle  ,R,71,183
77,Edmonton,28,Matt Fraser  ,R,73,204
85,Edmonton,15,Tyler Pitlick   **,R,72,202
87,Edmonton,16,Teddy Purcell  ,R,74,198
89,Edmonton,10,Nail Yakupov  ,R,71,197
100,Los Angeles,23,"Dustin Brown ""C"" ",R,72,207
103,Los Angeles,12,Marian Gaborik  ,R,73,204
112,Los Angeles,14,Justin Williams  ,R,73,189
123,San Jose,18,Mike Brown   **,R,71,205
126,San Jose,89,Barclay Goodrow  ,R,74,215
129,San Jose,81,Tyler Kennedy  ,R,71,185
149,Vancouver,14,Alexandre Burrows  ,R,73,188
150,Vancouver,51,Derek Dorsett  ,R,72,192
151,Vancouver,36,Jannik Hansen  ,R,73,195
154,Vancouver,9,Zack Kassian  ,R,75,214
156,Vancouver,15,Brad Richardson  ,R,72,197
159,Vancouver,7,Linden Vey  ,R,72,189
160,Vancouver,17,Radim Vrbata  ,R,73,194
172,Chicago,81,Marian Hossa  ,R,73,207
173,Chicago,88,Patrick Kane  ,R,71,177
180,Chicago,28,Ben Smith  ,R,71,199
198,Colorado,45,Dennis Everberg  ,R,76,205
199,Colorado,12,"Jarome Iginla ""A"" ",R,73,210
206,Colorado,71,Borna Rendulic  ,R,74,200
223,Dallas,18,Patrick Eaves   **,R,72,200
226,Dallas,83,Ales Hemsky  ,R,72,185
229,Dallas,43,Valeri Nichushkin   **,R,76,210
231,Dallas,25,Brett Ritchie  ,R,75,220
250,Minnesota,14,Justin Fontaine  ,R,70,175
254,Minnesota,22,Nino Niederreiter  ,R,74,210
256,Minnesota,29,Jason Pominville  ,R,72,187
299,St. Louis,23,Dmitrij Jaskin  ,R,74,196
303,St. Louis,74,"T.J. Oshie ""A"" ",R,71,189
306,St. Louis,75,Ryan Reaves  ,R,73,224
310,St. Louis,91,Vladimir Tarasenko  ,R,72,219
321,Winnipeg,67,Michael Frolik  ,R,73,200
323,Winnipeg,15,Matt Halischuk  ,R,71,180
328,Winnipeg,14,Anthony Peluso  ,R,75,235
332,Winnipeg,22,Chris Thorburn  ,R,75,235
333,Winnipeg,26,Blake Wheeler  ,R,77,225
348,Boston,38,Jordan Caron  ,R,75,204
349,Boston,61,Craig Cunningham  ,R,70,184
350,Boston,21,Loui Eriksson  ,R,74,196
356,Boston,88,David Pastrnak  ,R,72,167
358,Boston,18,Reilly Smith  ,R,72,185
374,Buffalo,12,"Brian Gionta ""C""  **",R,67,176
377,Buffalo,36,Patrick Kaleta  ,R,73,198
381,Buffalo,21,Drew Stafford  ,R,74,214
382,Buffalo,80,Chris Stewart  ,R,74,231
396,Detroit,11,Daniel Cleary  ,R,73,205
398,Detroit,93,Johan Franzen   **,R,76,232
401,Detroit,26,Tomas Jurco  ,R,73,203
403,Detroit,14,Gustav Nyquist  ,R,71,183
425,Florida,24,Brad Boyes  ,R,72,195
427,Florida,12,Jimmy Hayes  ,R,78,221
430,Florida,82,Tomas Kopecky  ,R,75,210
448,Montreal,11,Brendan Gallagher  ,R,69,182
451,Montreal,15,Pierre-Alexandre Parenteau  ,R,72,197
456,Montreal,22,Dale Weise  ,R,74,205
467,Ottawa,90,Alex Chiasson  ,R,76,205
468,Ottawa,22,Erik Condra  ,R,72,190
475,Ottawa,25,"Chris Neil ""A""  **",R,73,215
477,Ottawa,6,Bobby Ryan  ,R,74,207
479,Ottawa,61,Mark Stone  ,R,74,205
493,Tampa Bay,23,J.T. Brown  ,R,70,170
494,Tampa Bay,24,Ryan Callahan  ,R,71,190
495,Tampa Bay,14,Brett Connolly  ,R,74,181
500,Tampa Bay,86,Nikita Kucherov  ,R,71,171
517,Toronto,37,Carter Ashton  ,R,75,215
520,Toronto,71,David Clarkson  ,R,73,200
523,Toronto,81,Phil Kessel  ,R,72,202
527,Toronto,18,Richard Panik  ,R,73,208
540,Carolina,39,Patrick Dwyer  ,R,71,175
548,Carolina,28,Alexander Semin  ,R,74,209
563,Columbus,53,Josh Anderson  ,R,75,212
565,Columbus,13,Cam Atkinson  ,R,68,174
566,Columbus,40,"Jared Boll ""A"" ",R,75,214
577,Columbus,10,Jack Skille   **,R,73,216
578,Columbus,26,Corey Tropp  ,R,72,185
591,New Jersey,18,Steve Bernier  ,R,75,215
599,New Jersey,68,Jaromir Jagr  ,R,75,230
602,New Jersey,17,Michael Ryder  ,R,73,200
604,New Jersey,20,Jordin Tootoo  ,R,69,195
622,New York Islanders,15,Cal Clutterbuck  ,R,71,215
623,New York Islanders,40,Michael Grabner  ,R,73,202
630,New York Islanders,21,"Kyle Okposo ""A"" ",R,72,217
650,Philadelphia,24,Matt Read  ,R,70,185
653,Philadelphia,17,"Wayne Simmonds ""A"" ",R,74,183
656,Philadelphia,93,Jakub Voracek  ,R,74,214
669,Pittsburgh,27,Craig Adams  ,R,72,200
670,Pittsburgh,26,Mark Arcobello  ,R,68,172
671,Pittsburgh,19,Beau Bennett  ,R,74,195
674,Pittsburgh,23,Steve Downie  ,R,71,191
675,Pittsburgh,9,Pascal Dupuis   **,R,73,205
678,Pittsburgh,72,Patric Hornqvist   **,R,71,189
696,Washington,83,Jay Beagle  ,R,75,215
697,Washington,20,Troy Brouwer  ,R,75,213
700,Washington,16,Eric Fehr  ,R,76,212
705,Washington,8,"Alex Ovechkin ""C"" ",R,75,230
706,Washington,42,Joel Ward  ,R,73,226
707,Washington,43,Tom Wilson  ,R,76,210
720,New York Rangers,71,Jesper Fast,R,73,191
723,New York Rangers,12,Kevin Hayes,R,77,216
732,New York Rangers,26,Martin St. Louis,R,68,180
733,New York Rangers,18,Lee Stempniak,R,71,195
735,New York Rangers,36,Mats Zuccarello,R,68,181
